755,Smallfoot,214.0,2018
833,Smurfs The Lost Village,197.2,2017
310,Snow White and the Huntsman,396.6,2012
890,Snow White and the Seven Dwarfs,184.9,1937
312,Solo A Star Wars Story,392.9,2018
570,Something's Gotta Give,265.3,2003
479,Sonic the Hedgehog,306.8,2020
684,Space Jam,230.4,1996
66,Spectre,880.7,2015
393,Speed,350.4,1994
82,Spider-Man,825.0,2002
95,Spider-Man 2,789.0,2004
63,Spider-Man 3,895.0,2007
25,Spider-Man Far from Home,1131.9,2019
67,Spider-Man Homecoming,880.2,2017
334,Spider-Man Into the Spider-Verse,375.5,2018
984,Spies in Disguise,171.6,2019
399,Spirited Away,347.7,2001
540,Split,278.5,2017
667,Spy,235.7,2015
834,Spy Kids 3-D Game Over,197.1,2003
896,Stand by Me Doraemon,183.4,2014
323,Star Trek,385.7,2009
407,Star Trek Beyond,343.5,2016
242,Star Trek Into Darkness,467.4,2013
42,Star Wars Episode I - The Phantom Menace,1027.1,1999
141,Star Wars Episode II - Attack of the Clones,653.8,2002
73,Star Wars Episode III - Revenge of the Sith,868.4,2005
99,Star Wars Episode IV - A New Hope,775.5,1977
32,Star Wars Episode IX - The Rise of Skywalker,1074.1,2019
184,Star Wars Episode V - The Empire Strikes Back,547.9,1980
231,Star Wars Episode VI - Return of the Jedi,475.3,1983
4,Star Wars Episode VII - The Force Awakens,2068.2,2015
14,Star Wars Episode VIII - The Last Jedi,1332.5,2017
837,Stargate,196.6,1994
994,Starsky & Hutch,170.3,2004
897,Storks,183.4,2016
815,Straight Outta Compton,201.6,2015
498,Stuart Little,300.1,1999
996,Stuart Little 2,170.0,2002
108,Suicide Squad,746.8,2016
649,Sully,240.8,2016
585,Super 8,260.1,2011
990,Superbad,170.8,2007
494,Superman,300.5,1978
314,Superman Returns,391.1,2006
917,Sweet Home Alabama,180.6,2002
700,Taken,226.8,2008
332,Taken 2,376.1,2012
439,Taken 3,326.5,2015
164,Tangled,592.5,2010
258,Tarzan,448.2,1999
183,Ted,549.4,2012
744,Ted 2,215.9,2015
224,Teenage Mutant Ninja Turtles,485.0,2014
812,Teenage Mutant Ninja Turtles,202.0,1990
631,Teenage Mutant Ninja Turtles Out of the Shadows,245.6,2016
208,Terminator 2 Judgment Day,520.9,1991
272,Terminator 3 Rise of the Machines,433.4,2003
267,Terminator Genisys,440.6,2015
346,Terminator Salvation,371.4,2009
583,Terminator Dark Fate,261.1,2019
944,The 40-Year-Old Virgin,177.4,2005
810,The Addams Family,203.0,2019
856,The Addams Family,191.5,1991
339,The Adventures of Tintin,374.0,2011
104,The Amazing Spider-Man,757.9,2012
121,The Amazing Spider-Man 2,709.0,2014
386,The Angry Birds Movie,352.3,2016
948,The A-Team,177.2,2010
8,The Avengers,1518.8,2012
758,The Aviator,213.7,2004
844,The BFG,195.2,2016
888,The Birdcage,185.3,1996
619,The Blair Witch Project,248.6,1999
472,The Blind Side,309.2,2009
294,The Bodyguard,411.0,1992
200,The Boss Baby,528.0,2017
756,The Bourne Identity,214.0,2002
543,The Bourne Legacy,276.1,2012
520,The Bourne Supremacy,290.8,2004
261,The Bourne Ultimatum,444.1,2007
634,The Bravest,245.2,2019
794,The Break-Up,205.7,2006
907,The Bridges of Madison County,182.0,1995
956,The Bucket List,175.4,2007
286,The Captain,417.0,2019
284,The Chronicles of Narnia Prince Caspian,419.7,2008
110,The Chronicles of Narnia The Lion the Witch and the Wardrobe,745.0,2005
288,The Chronicles of Narnia The Voyage of the Dawn Treader,415.7,2010
453,The Conjuring,319.5,2013
450,The Conjuring 2,320.4,2016
167,The Croods,587.2,2013
418,The Curious Case of Benjamin Button,335.8,2008
101,The Da Vinci Code,760.0,2006
46,The Dark Knight,1004.9,2008
30,The Dark Knight Rises,1081.0,2012
182,The Day After Tomorrow,552.6,2004
673,The Day the Earth Stood Still,233.1,2008
517,The Departed,291.5,2006
947,The Descendants,177.2,2011
434,The Devil Wears Prada,327.9,2006
923,The Dictator,179.4,2012
733,The Emoji Movie,217.8,2017
679,The English Patient,232.0,1996
853,The Equalizer,192.3,2014
859,The Equalizer 2,190.4,2018
473,The Ex-File 3 The Return of The Exes,307.6,2017
265,The Exorcist,441.3,1973
549,The Expendables,274.5,2010
458,The Expendables 2,315.0,2012
